序号,转换后JH,JX,Dogleg Severity,status
5815,Z80-X5,41.29,0.636,2
5816,Z80-X5,41.6,0.592,2
5817,Z80-X5,41.81,0.321,2
5818,Z80-X5,42.12,0.369,2
5819,Z80-X5,42.47,0.0643,2
5820,Z80-X5,42.49,0.0766,2
5821,Z80-X5,42.46,0.0763,2
5822,Z80-X5,42.43,0.0311,2
5823,Z80-X5,42.4,0.0104,2
5824,Z80-X5,42.39,0.0707,2
5825,Z80-X5,42.38,0.525,2
5826,Z80-X5,41.95,0.501,2
5827,Z80-X5,41.51,0.437,2
5828,Z80-X5,41.11,0.363,2
5829,Z80-X5,40.76,1.06,2
5830,Z80-X5,39.79,1.12,3
5831,Z80-X5,38.78,0.987,3
5832,Z80-X5,37.86,0.968,3
5833,Z80-X5,36.96,1.1,3
5834,Z80-X5,35.9,0.81,3
5835,Z80-X5,35.2,0.782,3
5836,Z80-X5,34.56,0.294,3
5837,Z80-X5,34.56,0.0589,3
5838,Z80-X5,34.56,0.686,3
5839,Z80-X5,33.9,2.07,3
5840,Z80-X5,31.9,2.16,3
5841,Z80-X5,29.82,2.96,3
5842,Z80-X5,27,3.04,3
5843,Z80-X5,24.1,2.36,3
5844,Z80-X5,21.86,1.89,3
5845,Z80-X5,20.08,1.89,3
5846,Z80-X5,18.29,1.88,3
5847,Z80-X5,16.6,1.93,3
5848,Z80-X5,16.5,0.884,3
5849,Z80-X5,15.65,0.906,3
5850,Z80-X5,14.79,0.723,3
5851,Z80-X5,14.1,0,3
5852,Z80-X5,14.1,0,3
5853,Z80-X6,0,0.455,0
5854,Z80-X6,0.33,0.0396,0
5855,Z80-X6,0.35,0.119,0
5856,Z80-X6,0.44,0.0614,0
5857,Z80-X6,0.41,0.0847,0
5858,Z80-X6,0.45,0.067,0
5859,Z80-X6,0.4,0.247,0
5860,Z80-X6,0.57,0.183,0
5861,Z80-X6,0.65,0.376,0
5862,Z80-X6,0.79,0.0824,0
5863,Z80-X6,0.72,0.058,0
5864,Z80-X6,0.68,0.0721,0
5865,Z80-X6,0.62,0.0591,0
5866,Z80-X6,0.58,0.0863,0
5867,Z80-X6,0.53,0.163,0
5868,Z80-X6,0.66,0.112,0
5869,Z80-X6,0.56,0.0706,0
5870,Z80-X6,0.5,0.147,0
5871,Z80-X6,0.48,0.342,0
5872,Z80-X6,0.15,0.0846,0
5873,Z80-X6,0.07,0.0311,0
5874,Z80-X6,0.1,0.193,0
5875,Z80-X6,0.1,0.0101,0
5876,Z80-X6,0.1,0.726,0
5877,Z80-X6,0.8,0.408,0
5878,Z80-X6,1.14,0.479,0
5879,Z80-X6,1.32,0.486,0
5880,Z80-X6,1.05,0.104,0
5881,Z80-X6,0.95,0.1,0
5882,Z80-X6,0.85,0.0927,0
5883,Z80-X6,0.76,0.104,0
5884,Z80-X6,0.66,0.453,0
5885,Z80-X6,1.09,0.307,0
5886,Z80-X6,1.38,0.311,0
5887,Z80-X6,1.67,0.315,0
5888,Z80-X6,1.96,0.516,0
5889,Z80-X6,1.64,0.608,0
5890,Z80-X6,1.13,1.2,0
5891,Z80-X6,0.1,0.817,0
5892,Z80-X6,0.79,0.927,0
5893,Z80-X6,1.58,0.158,0
5894,Z80-X6,1.71,0.159,0
5895,Z80-X6,1.63,0.676,0
5896,Z80-X6,2.15,0.449,0
5897,Z80-X6,1.85,0.326,0
5898,Z80-X6,1.54,0.135,0
5899,Z80-X6,1.45,0.156,0
5900,Z80-X6,1.52,0.157,0
5901,Z80-X6,1.58,0.17,0
5902,Z80-X6,1.63,0.162,0
5903,Z80-X6,1.78,0.163,0
5904,Z80-X6,1.93,0.242,0
5905,Z80-X6,1.89,0.187,0
5906,Z80-X6,2.07,0.28,0
5907,Z80-X6,2.33,0.016,0
5908,Z80-X6,2.33,0.0152,0
5909,Z80-X6,2.33,2.35,0
5910,Z80-X6,3.1,3.32,1
5911,Z80-X6,4.2,3.95,1
5912,Z80-X6,5.51,3.82,1
5913,Z80-X6,6.76,3.89,1
5914,Z80-X6,8.01,3.37,1
5915,Z80-X6,9.05,3.39,1
5916,Z80-X6,10.09,3.41,1
5917,Z80-X6,11.12,3.9,1
5918,Z80-X6,12.22,3.97,1
5919,Z80-X6,13.31,3.8,1
5920,Z80-X6,14.3,3.36,1
5921,Z80-X6,15.2,3.42,1
5922,Z80-X6,16.1,3.48,1
5923,Z80-X6,17,3.99,1
5924,Z80-X6,18,3.99,1
5925,Z80-X6,19,4,1
5926,Z80-X6,19.92,3.21,1
5927,Z80-X6,23,0.819,1
5928,Z80-X6,23.1,0.111,1
5929,Z80-X6,23.2,0.559,1
5930,Z80-X6,23.73,0.56,1
5931,Z80-X6,24.26,0.42,1
5932,Z80-X6,24.63,0.406,1
5933,Z80-X6,25,0.525,1
5934,Z80-X6,25.49,0.497,1
5935,Z80-X6,25.97,0.425,1
5936,Z80-X6,26.37,0.407,1
5937,Z80-X6,26.76,0.562,1
5938,Z80-X6,27.27,0.572,1
5939,Z80-X6,27.79,0.563,1
5940,Z80-X6,28.3,0.386,1
5941,Z80-X6,28.66,0.497,1
5942,Z80-X6,29.13,0.498,1
5943,Z80-X6,29.6,0.498,1
5944,Z80-X6,30.07,0.811,1
5945,Z80-X6,30.81,0.822,1
5946,Z80-X6,31.56,0.814,1
5947,Z80-X6,32.3,0.507,1
5948,Z80-X6,32.74,0.49,1
5949,Z80-X6,33.2,0.541,1
5950,Z80-X6,33.71,0.27,1
5951,Z80-X6,33.97,0.549,2
5952,Z80-X6,34.5,0.521,2
5953,Z80-X6,35,0.207,2
5954,Z80-X6,35.2,0.104,2
5955,Z80-X6,35.3,0.361,2
5956,Z80-X6,35.33,2.55,2
5957,Z80-X6,32.87,1.27,2
5958,Z80-X6,34.1,0.625,2
5959,Z80-X6,34.7,0.621,2
5960,Z80-X6,35.3,0.779,2
5961,Z80-X6,35.3,0.726,2
5962,Z80-X6,35,0.672,2
5963,Z80-X6,35.3,1.23,2
5964,Z80-X6,35,1.04,2
5965,Z80-X6,34,0.531,2
5966,Z80-X6,34.5,0.512,2
5967,Z80-X6,34.98,2.66,2
5968,Z80-X6,32.5,1.85,3
5969,Z80-X6,30.85,0.233,3
5970,Z80-X6,30.65,0.28,3
5971,Z80-X6,30.4,0.348,3
5972,Z80-X6,30.1,0.223,3
5973,Z80-X6,29.89,0.213,3
5974,Z80-X6,29.71,0.231,3
5975,Z80-X6,29.51,0.632,3
5976,Z80-X6,28.9,0.733,3
5977,Z80-X6,28.2,0.757,3
5978,Z80-X6,27.47,0.899,3
5979,Z80-X6,26.62,0.896,3
5980,Z80-X6,25.77,0.896,3
5981,Z80-X6,24.92,0.644,3
5982,Z80-X6,24.3,0.417,3
5983,Z80-X6,23.9,0.251,3
5984,Z80-X6,23.69,0.692,3
5985,Z80-X6,23.04,0.402,3
5986,Z80-X6,22.66,0.443,3
5987,Z80-X6,22.24,0.231,3
5988,Z80-X6,22.03,0.211,3
5989,Z80-X6,21.84,0.321,3
5990,Z80-X6,21.53,0.55,3
5991,Z80-X6,21.01,1.62,3
5992,Z80-X6,19.45,0.556,3
5993,Z80-X6,18.93,0.629,3
5994,Z80-X6,18.33,0.773,3
5995,Z80-X6,17.61,0.841,3
5996,Z80-X6,17.3,0.754,3
5997,Z80-X6,16.89,0.769,3
5998,Z80-X6,16.17,0.701,3
5999,Z80-X6,15.5,0.547,3
6000,Z80-X6,15.3,0.474,3
6001,Z80-X6,15,0.474,3
6002,Z80-X7,0,0.382,0
6003,Z80-X7,0.26,0.135,0
6004,Z80-X7,0.17,0.104,0
6005,Z80-X7,0.09,0.174,0
6006,Z80-X7,0.17,0.273,0
6007,Z80-X7,0.26,0.604,0
6008,Z80-X7,0.35,0.101,0
6009,Z80-X7,0.43,0.106,0
6010,Z80-X7,0.51,0.118,0
6011,Z80-X7,0.6,0.431,0
6012,Z80-X7,0.8,0.399,0
6013,Z80-X7,0.9,0.0828,0
6014,Z80-X7,0.9,0.11,0
6015,Z80-X7,0.8,0.0415,0
6016,Z80-X7,0.82,0.0483,0
6017,Z80-X7,0.85,0.0433,0
6018,Z80-X7,0.87,0.05,0
6019,Z80-X7,0.9,0.16,0
6020,Z80-X7,1.05,0.161,0
6021,Z80-X7,1.2,0.163,0
6022,Z80-X7,1.35,0.165,0
6023,Z80-X7,1.5,0.756,0
6024,Z80-X7,1.3,1.12,0
6025,Z80-X7,1.8,1.81,0
6026,Z80-X7,1.9,0.194,0
6027,Z80-X7,2.02,0.216,0
6028,Z80-X7,2.14,0.213,0
6029,Z80-X7,2.26,0.202,0
6030,Z80-X7,2.37,1.64,0
6031,Z80-X7,2.4,2.71,0
6032,Z80-X7,2.22,2.81,0
6033,Z80-X7,2.48,2.8,0
6034,Z80-X7,2.37,1.83,0
6035,Z80-X7,2.21,1.71,0
6036,Z80-X7,2.06,1.6,0
6037,Z80-X7,1.9,0.322,0
6038,Z80-X7,1.6,0.318,0
6039,Z80-X7,1.3,0.315,0
6040,Z80-X7,1,0.473,0
6041,Z80-X7,0.6,2.01,0
6042,Z80-X7,2.5,0.132,0
6043,Z80-X7,2.6,0.134,0
6044,Z80-X7,2.7,0.136,0
6045,Z80-X7,2.8,0.217,0
6046,Z80-X7,2.99,0.534,0
6047,Z80-X7,3.5,0.113,0
6048,Z80-X7,3.6,0.0325,0
6049,Z80-X7,3.6,0.111,0
6050,Z80-X7,3.7,0.156,0
6051,Z80-X7,3.78,0.158,0
6052,Z80-X7,3.86,0.161,0
6053,Z80-X7,3.94,0.163,0
6054,Z80-X7,4.02,0.166,0
6055,Z80-X7,4.1,0.524,0
6056,Z80-X7,4.6,0.357,0
6057,Z80-X7,4.83,1.24,0
6058,Z80-X7,5.23,5.11,0
6059,Z80-X7,6.88,4.96,1
6060,Z80-X7,8.53,5.48,1
6061,Z80-X7,10.35,4.35,1
6062,Z80-X7,11.79,4.46,1
6063,Z80-X7,13.24,4.48,1
6064,Z80-X7,14.68,3.03,1
6065,Z80-X7,15.65,3.01,1
6066,Z80-X7,16.61,3.04,1
6067,Z80-X7,17.58,3.93,1
6068,Z80-X7,18.84,3.95,1
6069,Z80-X7,20.11,3.94,1
6070,Z80-X7,21.37,4.48,1
6071,Z80-X7,25.66,0.144,1
6072,Z80-X7,25.71,0.244,1
6073,Z80-X7,25.8,0.64,1
6074,Z80-X7,26.37,0.652,1
6075,Z80-X7,26.95,0.645,1
6076,Z80-X7,27.52,0.647,1
6077,Z80-X7,28.09,0.658,1
6078,Z80-X7,28.67,0.652,1
6079,Z80-X7,29.24,0.332,1
6080,Z80-X7,29.56,0.332,1
6081,Z80-X7,29.88,0.331,1
6082,Z80-X7,30.2,0.31,1
6083,Z80-X7,30.5,0.377,1
6084,Z80-X7,30.82,0.377,1
6085,Z80-X7,31.14,0.378,1
6086,Z80-X7,31.46,0.38,1
6087,Z80-X7,31.78,0.379,1
6088,Z80-X7,32.1,0.446,1
6089,Z80-X7,32.42,0.44,1
6090,Z80-X7,32.73,0.45,1
6091,Z80-X7,33.05,0.454,1
6092,Z80-X7,33.37,0.446,1
6093,Z80-X7,33.68,0.454,1
6094,Z80-X7,34,1.84,1
6095,Z80-X7,33.7,0.465,2
6096,Z80-X7,33.63,0.463,2
6097,Z80-X7,33.57,0.463,2
6098,Z80-X7,33.5,1.22,2
6099,Z80-X7,33.39,1.22,2
6100,Z80-X7,33.29,1.22,2
6101,Z80-X7,33.18,0.449,2
6102,Z80-X7,33.61,0.673,2
6103,Z80-X7,34.23,0.674,2
6104,Z80-X7,34.85,0.685,2
6105,Z80-X7,35.48,0.483,2
6106,Z80-X7,35.9,1.35,2
6107,Z80-X7,37.2,1.36,2
6108,Z80-X7,38.5,3.27,2
6109,Z80-X7,36,1.33,3
6110,Z80-X7,35.11,3.02,3
6111,Z80-X7,32.26,0.59,3
6112,Z80-X7,32.83,0.6,3
6113,Z80-X7,33.4,0.0704,3
6114,Z80-X7,33.44,0.11,3
6115,Z80-X7,33.53,0.665,3
6116,Z80-X7,34.15,2.23,3
6117,Z80-X7,32.5,0.706,3
6118,Z80-X7,31.82,0.0906,3
6119,Z80-X7,31.75,0.219,3
6120,Z80-X7,31.73,0.428,3
6121,Z80-X7,31.33,0.394,3
6122,Z80-X7,31.01,3.92,3
6123,Z80-X7,27.32,3.89,3
6124,Z80-X7,23.64,1.22,3
6125,Z80-X7,22.46,1.23,3
6126,Z80-X7,21.27,1.14,3
6127,Z80-X7,20.17,1.67,3
6128,Z80-X7,18.59,0.87,3
6129,Z80-X7,17.75,1.12,3
6130,Z80-X7,16.67,1.13,3
6131,Z80-X7,15.58,1.12,3
6132,Z80-X7,14.5,1.35,3
6133,Z80-X7,13.2,1.16,3
6134,Z80-X7,12.1,1.23,3
6135,Z80-X7,11.07,1.1,3
6136,Z80-X7,10.5,0.622,3
6137,Z80-X7,10.06,0.53,3
6138,Z80-X7,9.97,0.526,3
6139,Z80-X7,9.89,0.522,3
6140,Z80-X7,9.8,0.587,3
6141,Z80-X7,9.42,0.575,3
6142,Z80-X7,9.04,0.562,3
6143,Z80-X7,8.66,0.22,3
6144,Z80-X7,8.63,0.219,3
6145,Z80-X7,8.61,0.221,3
6146,Z80-X7,8.6,0.218,3
6147,Z80-X7,8.57,0.148,3
6148,Z80-X7,8.43,0.282,3
6149,Z80-X7,8.3,0,3
6150,Z80-X7,8.3,0,3
6151,Z80-X8,0,0.483,0
6152,Z80-X8,0.35,0.215,0
6153,Z80-X8,0.42,0.249,0
6154,Z80-X8,0.49,0.285,0
6155,Z80-X8,0.56,0.32,0
6156,Z80-X8,0.63,0.356,0
6157,Z80-X8,0.7,0.0774,0
6158,Z80-X8,0.75,0.0516,0
6159,Z80-X8,0.78,0.0823,0
6160,Z80-X8,0.83,0.0791,0
6161,Z80-X8,0.87,0.0732,0
6162,Z80-X8,0.89,1.04,0
6163,Z80-X8,0.5,0.182,0
6164,Z80-X8,0.6,0.192,0
6165,Z80-X8,0.7,0.351,0
6166,Z80-X8,0.8,0.985,0
6167,Z80-X8,0.97,0.694,0
6168,Z80-X8,0.87,0.517,0
6169,Z80-X8,1.2,0.325,0
6170,Z80-X8,1.42,0.202,0
6171,Z80-X8,1.6,0.232,0
6172,Z80-X8,1.8,0.109,0
6173,Z80-X8,1.74,0.118,0
6174,Z80-X8,1.63,0.0666,0
6175,Z80-X8,1.65,0.0644,0
6176,Z80-X8,1.66,0.0675,0
6177,Z80-X8,1.68,0.0685,0
6178,Z80-X8,1.7,0.0664,0
6179,Z80-X8,1.71,0.0693,0
6180,Z80-X8,1.73,0.124,0
6181,Z80-X8,1.7,0.116,0
6182,Z80-X8,1.68,0.119,0
6183,Z80-X8,1.65,0.115,0
6184,Z80-X8,1.63,0.115,0
6185,Z80-X8,1.6,1.81,0
6186,Z80-X8,1.65,0.303,0
6187,Z80-X8,1.39,0.228,0
6188,Z80-X8,1.41,0.0711,0
6189,Z80-X8,1.37,0.115,0
6190,Z80-X8,1.28,0.0684,0
6191,Z80-X8,1.34,0.069,0
6192,Z80-X8,1.4,0.0789,0
6193,Z80-X8,1.47,0.0704,0
6194,Z80-X8,1.53,0.0709,0
6195,Z80-X8,1.59,0.0968,0
6196,Z80-X8,1.51,0.0955,0
6197,Z80-X8,1.43,0.0941,0
6198,Z80-X8,1.35,0.093,0
6199,Z80-X8,1.27,0.0918,0
6200,Z80-X8,1.19,0.0909,0
6201,Z80-X8,1.11,1.65,0
6202,Z80-X8,2.7,1.67,1
6203,Z80-X8,3.24,1.64,1
6204,Z80-X8,3.77,1.65,1
6205,Z80-X8,4.3,1.56,1
6206,Z80-X8,4.8,3.39,1
6207,Z80-X8,5.49,3.87,1
6208,Z80-X8,6.57,3.96,1
6209,Z80-X8,7.74,3.93,1
6210,Z80-X8,8.86,3.94,1
6211,Z80-X8,9.86,3.9,1
6212,Z80-X8,11.08,3.98,1
6213,Z80-X8,12.32,3.98,1
6214,Z80-X8,13.59,3.17,1
6215,Z80-X8,14.6,3.16,1
6216,Z80-X8,15.61,2.57,1
6217,Z80-X8,16.44,1.75,1
6218,Z80-X8,16.97,1.75,1
6219,Z80-X8,17.5,1.77,1
6220,Z80-X8,18.03,3.01,1
6221,Z80-X8,18.99,2.97,1
6222,Z80-X8,19.94,3,1
6223,Z80-X8,20.9,2.48,1
6224,Z80-X8,21.7,2.48,1
6225,Z80-X8,22.5,2.49,1
6226,Z80-X8,23.3,0.641,1
6227,Z80-X8,23.83,0.627,1
6228,Z80-X8,24.4,2.25,1
6229,Z80-X8,25.7,1.62,1
6230,Z80-X8,27.2,0.618,1
6231,Z80-X8,27.75,0.668,1
6232,Z80-X8,28.35,2.5,1
6233,Z80-X8,28.7,1.1,1
6234,Z80-X8,29.76,0.366,1
6235,Z80-X8,30.1,0.51,1
6236,Z80-X8,30.5,0.545,1
6237,Z80-X8,30.9,0.297,1
6238,Z80-X8,31.1,0.238,1
6239,Z80-X8,31.2,0.298,1
6240,Z80-X8,31.4,1.31,1
6241,Z80-X8,30.2,1.31,1
6242,Z80-X8,29.06,0.816,1
6243,Z80-X8,29.35,0.282,1
6244,Z80-X8,29.58,0.528,1
6245,Z80-X8,29.9,0.465,1
6246,Z80-X8,29.93,0.294,1
6247,Z80-X8,30.19,0.288,1
6248,Z80-X8,30.44,0.295,1
6249,Z80-X8,30.7,0.785,1
6250,Z80-X8,31.3,1.6,1
6251,Z80-X8,32.83,2.81,1
6252,Z80-X8,34.24,0.539,1
6253,Z80-X8,34.71,0.532,1
6254,Z80-X8,35.17,0.543,1
6255,Z80-X8,35.64,0.933,1
6256,Z80-X8,36.52,0.936,1
6257,Z80-X8,37.4,0.934,1
6258,Z80-X8,38.28,0.971,1
6259,Z80-X8,39.2,1.22,1
6260,Z80-X8,40.31,2.27,1
6261,Z80-X8,41,1.26,1
6262,Z80-X8,42.2,0.738,1
6263,Z80-X8,42.9,2.2,1
6264,Z80-X8,42.2,1.28,1
6265,Z80-X8,41,0.695,1
6266,Z80-X8,40.44,0.556,1
6267,Z80-X8,40.88,1.38,1
6268,Z80-X8,41.49,0.456,1
6269,Z80-X8,41.93,0.312,1
6270,Z80-X8,42.2,0.305,2
6271,Z80-X8,42.32,0.0764,2
6272,Z80-X8,42.35,0.149,2
6273,Z80-X8,42.4,0.765,2
6274,Z80-X8,42.7,2.85,2
6275,Z80-X8,44.79,0.0729,2
6276,Z80-X8,44.79,0.0731,2
6277,Z80-X8,44.79,0.146,2
6278,Z80-X8,44.79,0.118,2
6279,Z80-X8,44.7,0.227,2
6280,Z80-X8,44.48,0.362,2
6281,Z80-X8,44.13,0.665,2
6282,Z80-X8,43.55,0.529,2
6283,Z80-X8,43.12,0.416,2
6284,Z80-X8,42.72,0.426,2
6285,Z80-X8,42.31,0.416,2
6286,Z80-X8,41.91,0.463,2
6287,Z80-X8,41.51,0.472,2
6288,Z80-X8,41.1,0.461,2
6289,Z80-X8,40.7,0.923,2
6290,Z80-X8,39.9,1.87,2
6291,Z80-X8,38.1,0.643,3
6292,Z80-X8,37.6,0.645,3
6293,Z80-X8,37.3,3.41,3
6294,Z80-X8,34,0.834,3
6295,Z80-X8,33.2,0.33,3
6296,Z80-X8,32.9,0.305,3
6297,Z80-X8,32.7,0.891,3
6298,Z80-X8,31.9,0.691,3
6299,Z80-X8,31.25,1.44,3
6300,Z80-X8,29.94,1.21,3
6301,Z80-X8,28.96,0.324,3
6302,Z80-X8,28.65,0.315,3
6303,Z80-X8,28.43,0.311,3
6304,Z80-X8,28.35,0.325,3
6305,Z80-X8,28.04,0.103,3
6306,Z80-X8,28.14,0.251,3
6307,Z80-X8,28.08,0,3
6308,Z80-X8,28.08,0,3
6309,B193-X23,0,0.314,0
6310,B193-X23,0.27,0.187,0
6311,B193-X23,0.14,0.0429,0
6312,B193-X23,0.1,0.2,0
6313,B193-X23,0.28,0.182,0
6314,B193-X23,0.11,0.179,0
6315,B193-X23,0.21,0.378,0
6316,B193-X23,0.17,0.0514,0
6317,B193-X23,0.13,0.371,0
6318,B193-X23,0.43,0.0941,0
6319,B193-X23,0.35,0.102,0
6320,B193-X23,0.33,0.225,0
6321,B193-X23,0.2,0.422,0
6322,B193-X23,0.6,1.32,0
6323,B193-X23,1.8,1.04,0
6324,B193-X23,2.8,0.52,1
6325,B193-X23,3.3,1.96,1
6326,B193-X23,3.9,1.87,1
6327,B193-X23,4.4,1.94,1
6328,B193-X23,4.8,2.76,1
6329,B193-X23,5.3,2.95,1
6330,B193-X23,5.9,4.55,1
6331,B193-X23,6.8,4.92,1
6332,B193-X23,7.7,4.87,1
6333,B193-X23,8.7,4.39,1
6334,B193-X23,9.4,4.28,1
6335,B193-X23,9.9,4.59,1
6336,B193-X23,10.5,4.98,1
6337,B193-X23,11.6,5.12,1
6338,B193-X23,13.1,4.91,1
6339,B193-X23,14.5,4.7,1
6340,B193-X23,15.9,5.93,1
6341,B193-X23,17.8,5.64,1
6342,B193-X23,19.6,5.12,1
6343,B193-X23,21.2,5.57,1
6344,B193-X23,23,5.58,1
6345,B193-X23,24.8,4.98,1
6346,B193-X23,26.4,5.67,1
6347,B193-X23,28.2,6.89,1
6348,B193-X23,30.4,5.09,1
6349,B193-X23,32,4.46,1
6350,B193-X23,33.4,6.57,1
6351,B193-X23,35.5,4.97,1
6352,B193-X23,37.1,6.68,1
6353,B193-X23,39.2,6.36,1
6354,B193-X23,41.2,5.02,1
6355,B193-X23,42.8,2.5,1
6356,B193-X23,45.2,0.41,2
6357,B193-X23,44.8,0.551,2
6358,B193-X23,44.4,0,2
6359,B193-X23,44.4,1.25,2
6360,B193-X23,45.6,0.745,2
6361,B193-X23,44.9,0.44,2
6362,B193-X23,44.5,0.345,2
6363,B193-X23,44.8,0.933,2
6364,B193-X23,45.7,0.638,2
6365,B193-X23,45.2,0.243,2
6366,B193-X23,45.1,0.221,2
6367,B193-X23,44.9,0.312,2
6368,B193-X23,44.8,0.127,2
6369,B193-X23,44.7,0.256,2
6370,B193-X23,44.5,0.381,2
6371,B193-X23,44.2,0.547,2
6372,B193-X23,43.8,0.978,2
6373,B193-X23,44.5,0,2
6374,B193-X23,44.5,0.178,2
6375,B193-X23,44.6,0.22,2
6376,B193-X23,44.4,0.428,2
6377,B193-X23,44.1,0.832,2
6378,B193-X23,44.9,0.947,2
6379,B193-X23,45.7,0.623,2
6380,B193-X23,46.3,0.391,2
6381,B193-X23,46.2,1.06,2
6382,B193-X23,45.2,0.481,2
6383,B193-X23,44.9,0.103,2
6384,B193-X23,44.8,0.255,2
6385,B193-X23,45,0.558,2
6386,B193-X23,45.15,0.552,2
6387,B193-X23,45.4,0.7,2
6388,B193-X23,45.6,0.414,2
6389,B193-X23,45.2,0.331,2
6390,B193-X23,45.5,0.255,2
6391,B193-X23,45.7,0.32,2
6392,B193-X23,46,0.22,2
6393,B193-X23,46.2,0.673,2
6394,B193-X23,46.2,1.78,2
6395,B193-X23,44.5,0.52,2
6396,B193-X23,44.4,0.517,2
6397,B193-X23,44.9,0.637,2
6398,B193-X23,44.4,1.05,2
6399,B193-X23,43.4,0.286,2
6400,B193-X23,43.4,1,2
6401,B193-X23,42.5,0.81,2
6402,B193-X23,43.2,1.01,2
6403,B193-X23,42.5,0.502,2
6404,B193-X23,42.1,0.525,2
6405,B193-X23,42.6,0.295,2
6406,B193-X23,42.8,0.572,2
6407,B193-X23,42.86,0.578,2
6408,B193-X23,42.9,0.534,2
6409,B193-X23,42.7,0.498,2
6410,B193-X23,42.7,0.705,2
6411,B193-X23,42.4,0.999,2
6412,B193-X23,43.3,0.657,2
6413,B193-X23,43.7,0.232,2
6414,B193-X23,43.8,0,2
6415,B193-X23,43.8,2.43,2
6416,B193-X23,44.1,0.849,2
6417,B193-X23,44.9,0.667,2
6418,B193-X23,45.5,0.747,2
6419,B193-X23,46.2,0.227,2
6420,B193-X23,46.2,0.27,2
6421,B193-X23,46.21,0.277,2
6422,B193-X23,46.3,0,2
6423,B193-X23,46.3,0,2
6424,B193-X23,46.3,0,2
6425,B193-X28,0,0.229,0
6426,B193-X28,0.1,0.0737,0
6427,B193-X28,0.17,0.198,0
6428,B193-X28,0.06,0.501,0
6429,B193-X28,0.47,0.335,0
6430,B193-X28,0.22,0.236,0
6431,B193-X28,0.44,0.16,0
6432,B193-X28,0.46,0.211,0
6433,B193-X28,0.4,0.0325,0
6434,B193-X28,0.37,0.337,0
6435,B193-X28,0.6,0.676,0
6436,B193-X28,0.98,0.418,0
6437,B193-X28,0.6,2.91,0
6438,B193-X28,2.2,0.424,0
6439,B193-X28,2.6,0.0142,0
6440,B193-X28,2.6,0.107,0
6441,B193-X28,2.7,0.213,0
6442,B193-X28,2.9,0.104,0
6443,B193-X28,3,0.316,0
6444,B193-X28,2.7,0.0148,0
6445,B193-X28,2.7,3.23,0
6446,B193-X28,3.7,3.79,1
6447,B193-X28,4.9,4.77,1
6448,B193-X28,6.4,4.55,1
6449,B193-X28,7.8,2.8,1
6450,B193-X28,8.7,3.17,1
6451,B193-X28,9.6,4.59,1
6452,B193-X28,11,4.43,1
6453,B193-X28,12.4,4.71,1
6454,B193-X28,13.9,4.44,1
6455,B193-X28,14.9,3.05,1
6456,B193-X28,15.7,3.81,1
6457,B193-X28,16.9,3.89,1
6458,B193-X28,18.1,4.45,1
6459,B193-X28,19.5,4.07,1
6460,B193-X28,20.8,5.67,1
6461,B193-X28,22.4,5,1
6462,B193-X28,23.6,6.88,1
6463,B193-X28,25.8,6.69,1
6464,B193-X28,27.9,5.17,1
6465,B193-X28,29.5,1.04,1
6466,B193-X28,30.4,0.523,2
6467,B193-X28,30,0.521,2
6468,B193-X28,29.6,0.429,2
6469,B193-X28,29.2,0.233,2
6470,B193-X28,29,1.23,2
6471,B193-X28,30.1,0,2
6472,B193-X28,30.1,0.678,2
6473,B193-X28,29.5,0.697,2
6474,B193-X28,28.9,0.624,2
6475,B193-X28,28.3,0.417,2
6476,B193-X28,27.9,0.622,2
6477,B193-X28,27.3,1.93,2
6478,B193-X28,29,0.116,2
6479,B193-X28,29.1,0.429,2
6480,B193-X28,28.7,0.545,2
6481,B193-X28,28.2,0.429,2
6482,B193-X28,27.8,0.532,2
6483,B193-X28,27.3,0.573,2
6484,B193-X28,26.8,0.67,2
6485,B193-X28,26.2,0.276,2
6486,B193-X28,26.2,0.337,2
6487,B193-X28,26.3,1.96,2
6488,B193-X28,25.4,0.226,2
6489,B193-X28,25.2,1.98,2
6490,B193-X28,23.7,1.63,3
6491,B193-X28,22.2,2.12,3
6492,B193-X28,20.2,2.15,3
6493,B193-X28,18.2,1.66,3
6494,B193-X28,16.7,3.94,3
6495,B193-X28,12.9,3,3
6496,B193-X28,10.94,2.96,3
6497,B193-X28,10.1,1.65,3
6498,B193-X28,8.6,3,3
6499,B193-X28,6.1,2.14,3
6500,B193-X28,4.1,0.947,3
6501,B193-X28,3.3,0.493,3
6502,B193-X28,2.98,0.226,3
6503,B193-X28,2.86,0.256,3
6504,B193-X28,2.84,0.327,3
6505,B193-X28,2.53,0.231,3
6506,B193-X28,2.7,0.381,3
6507,B193-X28,2.53,0.225,3
6508,B193-X28,2.51,0.136,3
6509,B193-X28,2.57,0.751,3
6510,B193-X28,2.02,0.116,3
6511,B193-X28,1.91,0.259,3
6512,B193-X28,1.77,0.244,3
6513,B193-X28,1.71,0.246,3
6514,B193-X28,1.5,0.219,3
6515,B193-X28,1.48,0,3
6516,B193-X28,1.48,0,3
6517,B509-P13,0,0.991,0
6518,B509-P13,0.52,0.126,0
6519,B509-P13,0.49,0.269,0
6520,B509-P13,0.33,0.125,0
6521,B509-P13,0.41,0.173,0
6522,B509-P13,0.3,0.23,0
6523,B509-P13,0.33,0.238,0
6524,B509-P13,0.19,0.101,0
6525,B509-P13,0.13,0.437,0
6526,B509-P13,0.36,0.988,0
